Epoch,TrainLoss
1,0.2082760352641344
2,0.07333243265748024
3,0.05809112498536706
4,0.04610408749431372
5,0.0400314386934042
6,0.03719992330297828
7,0.034760044887661934
8,0.03293680306524038
9,0.031354628037661314
10,0.030073756352066994
