1,2,3,4,5,6,7,8,9
7.87,7.7,345,27.8,3.31,2.05,14.76,8550,0.088
7.87,7.7,347.2,26.1,1.46,2.08,14.76,8550,0.086
7.87,7.71,346.1,26.5,1.9,2.04,14.76,8550,0.09
7.87,7.69,344.2,30.2,1.72,2.06,14.76,8550,0.09
7.88,7.67,344,28.6,1.58,2.06,14.76,8550,0.086
7.87,7.64,343.1,28.4,1.88,2.08,14.76,8550,0.079
7.86,7.59,343.3,28.5,1.26,2.07,14.68,8295,0.082
7.86,7.59,343.8,28.4,1.81,2.09,14.68,8295,0.087
7.85,7.6,356.9,27.1,1.81,2.09,14.68,8295,0.085
7.86,7.62,356,25.4,1.78,2.08,14.68,8295,0.085
7.85,7.62,357,25.2,1.59,2.05,14.68,8295,0.082
7.86,7.67,356.1,26.2,1.95,2.1,14.68,8295,0.078
7.85,7.67,355.8,24.6,1.17,2.07,14.68,7865,0.085
7.88,7.69,355.3,22.1,1.02,2.06,14.68,7865,0.092
7.88,7.73,355.5,21.8,3.6,2.04,14.68,7865,0.077
7.88,7.76,355.9,22.8,2.02,2.04,14.68,7865,0.081
7.88,7.82,356.2,22.6,2.05,1.97,14.68,7865,0.081
7.88,7.87,356,21.4,14.02,2.06,14.68,7865,0.083
7.88,7.95,369.7,21.3,1.64,2,14.6775,7055,0.086
7.98,8,383.6,21,1.57,2,14.6775,7055,0.083
7.95,7.97,384.6,20.8,0.62,2.04,14.81,7150,0.082
7.95,7.95,385,20.9,1.98,2.05,14.81,7150,0.084
7.95,7.91,386.5,24.1,1.33,2.05,14.81,7150,0.086
7.95,7.88,386,22.5,1.4,2.06,14.81,7150,0.084
7.84,7.71,362.9,34.4,1.7,2.07,15.65,5570,0.094
7.91,7.68,358.8,33.2,0.81,2.11,15.65,5570,0.086
7.9,7.55,361.9,33.9,1.04,2.1,15.785,6335,0.088
7.92,7.56,362.1,34.8,1.34,2.04,15.785,6335,0.086
7.93,7.59,357.7,31.1,0.25,2.08,15.785,6335,0.099
7.93,7.5,357.6,34.2,1.26,2.08,15.785,6335,0.083
7.93,7.5,359.7,29.3,1.24,2.09,15.895,6440,0.082
7.94,7.47,360.8,28,1.79,2.07,15.895,6440,0.086
7.93,7.5,361.3,37.6,1.33,2.08,15.895,6440,0.084
7.94,7.53,360.2,32.9,0.59,2.06,15.895,6440,0.089
7.94,7.49,358.7,37.2,1.41,2.09,15.895,6440,0.081
7.94,7.49,360.1,32.3,0.48,2.06,15.895,6440,0.087
7.93,7.5,361.5,29.5,1.01,2.03,15.98,6245,0.088
7.94,7.5,360.6,31.1,1.41,2.07,15.98,6245,0.076
7.94,7.53,360.9,31.6,1.88,2.05,15.98,6245,0.083
7.93,7.52,361,29.1,1.33,2.03,15.98,6245,0.081
7.93,7.54,361.9,25.9,1.71,2.04,15.98,6245,0.084
7.92,7.58,363.3,27.6,1.87,2.03,16.015,5745,0.082
7.93,7.6,364.1,25.2,1.75,2,16.015,5745,0.08
7.92,7.56,362.4,22.9,0.36,2.05,16.015,5745,0.083
7.93,7.52,362.3,25.8,1.06,2.07,16.015,5745,0.085
7.93,7.51,361.7,26.6,0.97,2.04,16.015,5745,0.087
7.9,7.5,363.1,25.8,0.87,2.05,16.08,5910,0.079
7.91,7.54,362.3,22.6,1.22,2.04,16.08,5910,0.079
7.93,7.56,359.9,21.5,0.9,2.03,16.08,5910,0.087
7.96,7.52,371.3,21.8,0.94,2.04,16.08,5910,0.077
7.94,7.51,372.9,19.8,1.51,1.97,16.11,6195,0.074
7.93,7.51,372.2,20,1.61,2.01,16.11,6195,0.08
7.95,7.46,368.6,20,1.53,1.99,16.11,6195,0.111
7.94,7.48,368.9,17.4,1.02,1.99,16.11,6195,0.086
7.95,7.52,380.3,19.5,0.58,1.96,16.085,6355,0.073
7.95,7.51,381.4,17.5,0.92,1.95,16.0645,6060,0.072
7.95,7.8,376.6,17.6,5.91,1.94,16.054,5685,0.067
7.99,7.73,374.2,14.7,1.57,1.9,16.0145,5570,0.054
7.96,7.67,374.2,15.8,1.6,1.9,16.095,5555,0.244
7.97,7.65,375.7,15.9,1.9,1.89,16.095,5555,0.112
7.97,7.64,385.4,16.8,1.8,1.9,16.095,5555,0.06
7.95,7.64,384,14.1,1.5,1.88,16.095,5555,0.055
7.95,7.63,385.4,15.2,1.51,1.89,16.095,5555,0.055
7.94,7.62,384.9,15.1,1.79,1.86,16.185,5790,0.055
7.94,7.61,386.5,15.3,1.72,1.87,16.185,5790,0.053
7.94,7.58,385.4,15,1.71,1.9,16.185,5790,0.052
7.93,7.57,385.6,15,1.64,1.89,16.185,5790,0.05
7.94,7.58,384.3,13.1,1.62,1.88,16.185,5790,0.052
7.94,7.56,371.6,14.6,1.53,1.88,16.185,5790,0.08
7.93,7.55,371.8,16.2,1.86,1.88,16.33,5780,0.061
7.94,7.5,371.6,15.3,1.26,1.86,16.33,5780,0.072
7.93,7.48,372.4,17.6,1.64,2.01,16.33,5780,0.059
7.94,7.46,372.6,16.1,1.33,1.9,16.33,5780,0.062
7.93,7.44,371,17.9,1.32,1.9,16.33,5780,0.065
7.92,7.42,371.3,18,1.89,1.91,16.33,5780,0.068
7.91,7.39,358.4,16.9,1.76,1.91,16.5,7670,0.064
7.9,7.36,357.5,17.3,1.58,1.88,16.5,7670,0.065
7.91,7.34,357.3,19.9,1.35,1.89,16.5,7670,0.059
7.91,7.33,356.6,20,1.56,1.91,16.5,7670,0.05
7.92,7.32,353.7,17.1,1.8,1.9,16.5,7670,0.054
7.92,7.31,354.3,19.8,1.81,1.91,16.5,7670,0.058
7.91,7.28,355.9,19.5,1.57,1.91,16.6825,9350,0.062
7.9,7.24,355.5,18.9,1.45,1.89,16.6825,9350,0.059
7.9,7.25,354.3,23.6,1.42,1.91,16.6825,9350,0.055
7.93,7.28,353.3,19.4,1.65,1.89,16.6825,9350,0.062
7.91,7.25,353.8,19.6,1.86,1.89,16.6825,9350,0.057
7.91,7.19,354.8,21.7,1.69,1.89,16.88,9915,0.067
7.9,7.15,355,21.2,1.49,1.89,16.88,9915,0.057
7.74,7.07,356.1,23.1,1.89,1.88,16.88,9915,0.056
7.91,7.07,354.1,21.2,1.45,1.91,16.88,9915,0.049
7.9,7.01,354.4,21.6,2.12,1.87,16.88,9915,0.059
7.9,6.97,355.8,19.5,1.6,1.84,17.03,9965,0.053
7.88,6.93,355.6,20.4,1.73,1.87,17.03,9965,0.047
7.92,6.9,353.4,17.8,1.63,1.9,17.03,9965,0.065
7.91,6.93,354.6,18.5,1.8,1.87,17.03,9965,0.057
7.89,6.91,356.1,17.8,1.78,1.88,17.17,9995,0.062
7.9,6.9,354.6,15.7,2.03,1.87,17.17,9995,0.068
7.9,6.89,354.4,18.4,1.53,1.88,17.17,9995,0.053
7.91,6.87,366.7,18.7,1.61,1.89,17.17,9995,0.049
7.88,6.84,353.1,18.9,2.04,1.87,17.17,9995,0.052
7.89,6.82,352.9,17.8,1.69,1.89,17.44,10450,0.057
7.88,6.79,352.7,18.4,1.68,1.89,17.44,10450,0.05
7.88,6.74,353.2,20.8,1.53,1.94,17.44,10450,0.058
7.88,6.7,351.2,21.3,1.6,1.93,17.44,10450,0.053
7.89,6.7,351.3,21.9,1.88,1.95,17.44,10450,0.052
7.87,6.68,350.6,18.8,2.06,1.93,17.44,10450,0.059
7.88,6.67,351,20.6,1.81,1.93,17.745,11400,0.056
7.88,6.6,350.3,20.2,1.74,1.97,17.745,11400,0.056
7.85,6.53,350.4,19.1,1.71,1.95,17.745,11400,0.061
7.86,6.49,350.3,21.9,1.8,1.98,17.745,11400,0.064
7.88,6.44,349.9,22.7,2.4,2.01,17.745,11400,0.057
7.9,6.38,349.6,23.3,1.8,1.98,17.745,11400,0.057
7.85,6.3,350.8,24.9,1.94,1.97,18.01,11100,0.065
7.84,6.25,337.3,31.1,1.89,2.03,18.01,11100,0.064
7.82,6.22,338.1,27.6,2.01,2.02,18.01,11100,0.07
7.83,6.22,347.8,26.7,1.89,1.99,18.01,11100,0.063
7.82,6.19,346.5,20,2.02,1.97,18.01,11100,0.066
7.82,6.17,347.6,22.3,1.97,1.98,18.01,11100,0.062
7.83,6.2,335,20.2,2.03,1.99,18.25,12300,0.058
7.83,6.22,335.5,24.2,2.32,2,18.25,12300,0.061
7.83,6.2,335,22.8,1.98,1.99,18.25,12300,0.059
7.83,6.21,334.3,22.6,2.02,1.97,18.25,12300,0.056
7.84,6.29,331.7,19.9,1.94,1.96,18.25,12300,0.052
7.84,6.3,332.6,19.6,2.13,1.96,18.25,12300,0.054
7.83,6.31,333.1,20,1.76,1.95,18.37,12900,0.058
7.82,6.27,320.8,22.3,1.81,1.93,18.37,12900,0.059
7.83,6.29,319.1,22.1,1.92,1.94,18.37,12900,0.056
7.86,6.23,317.6,23.7,1.96,1.96,18.37,12900,0.057
7.83,6.19,318.3,30,2.11,1.93,18.39,13050,0.064
7.84,6.17,318.8,26.9,2.18,1.93,18.39,13050,0.066
7.83,6.14,317.7,30,2.03,1.96,18.39,13050,0.067
7.83,6.15,316.8,31,2.29,1.94,18.39,13050,0.068
7.85,6.15,315.7,29.9,2.18,1.96,18.39,13050,0.063
7.83,6.13,317.2,27.6,2.18,1.96,18.39,13050,0.057
7.83,6.01,316.7,29.7,2.27,1.95,18.39,12500,0.064
7.83,5.96,317.1,28.9,1.92,1.94,18.39,12500,0.06
7.85,5.91,314.7,27.2,2.78,1.97,18.39,12500,0.068
7.83,5.88,315.7,30.4,2.7,2.03,18.39,12500,0.075
7.8,5.86,316.4,30,3.44,1.99,18.38,11900,0.075
7.8,5.89,316.1,31.1,2.33,1.96,18.38,11900,0.091
7.81,5.88,315,27,1.81,1.98,18.38,11900,0.068
7.81,5.83,315,28.2,1.84,2,18.38,11900,0.068
7.81,5.84,315.4,27.4,2,1.99,18.345,12000,0.072
7.82,5.86,316.2,30.7,1.65,2,18.345,12000,0.072
7.83,5.89,316,25.6,1.84,2,18.345,12000,0.07
7.84,5.96,315.6,30,2,1.99,18.345,12000,0.07
7.84,5.94,315.2,27.6,1.9,2.01,18.345,12000,0.07
7.83,5.92,315.7,25.3,2.06,1.96,18.255,12850,0.07
7.85,5.92,315.5,26.1,1.82,1.96,18.255,12850,0.06
7.85,5.92,314.9,28.2,1.72,1.99,18.255,12850,0.069
7.86,5.93,326.2,25.2,1.48,1.97,18.255,12850,0.067
7.84,5.93,325.9,24.7,2,2.03,18.255,12850,0.064
7.85,5.9,327.8,24.1,1.8,1.96,18.22,13950,0.066
7.84,5.88,327.5,26.8,2.12,1.95,18.22,13950,0.065
7.88,5.94,324.7,24.6,1.51,1.91,18.22,13950,0.063
7.85,5.93,324.5,25.8,2.12,1.9,18.22,13950,0.065
7.84,5.85,326,20.3,1.76,1.87,18.2,13850,0.059
7.85,5.84,325.4,27.3,1.61,1.94,18.2,13850,0.066
7.85,5.85,323,25.6,1.88,1.93,18.2,13850,0.064
7.87,5.89,322.8,25.8,1.93,1.84,18.2,13850,0.057
7.86,5.86,323.3,23.6,1.89,1.86,18.2,13850,0.064
7.85,5.88,323.6,25.7,1.6,1.86,18.155,14450,0.068
7.85,5.94,325,28.4,1.62,1.82,18.155,14450,0.067
7.88,5.97,323,28.4,1.82,1.84,18.155,14450,0.067
7.83,6.01,333.5,24.9,1.84,1.83,18.155,14450,0.066
7.87,6.06,334.4,20.6,1.43,1.81,18.12,15550,0.064
7.87,6.08,335.9,20.2,1.7,1.82,18.085,15350,0.066
7.55,6.1,335.1,23.3,1.64,1.8,18.085,15350,0.064
7.56,6.12,335.6,22,1.55,1.81,18.085,15350,0.063
7.56,6.2,336.8,24.5,1.26,1.8,18.135,15700,0.063
7.58,6.25,337.1,24.2,1.54,1.81,18.135,15700,0.062
7.58,6.24,336.9,21.9,1.3,1.8,18.135,15700,0.056
7.57,6.33,337.2,21.6,1.57,1.79,18.135,15700,0.064
7.57,6.27,336.3,22.7,1.23,1.8,18.135,15700,0.063
7.58,6.27,337.2,24.5,1.34,1.79,18.135,15700,0.07
7.57,6.28,336.8,21.6,1.12,1.81,18.2875,17250,0.072
7.57,6.32,337.6,22.8,1.3,1.82,18.2875,17250,0.07
7.57,6.3,336.8,21.5,1.25,1.82,18.2875,17250,0.064
7.58,6.31,336,21.2,1.12,1.82,18.2875,17250,0.07
7.61,6.32,334.4,20.8,1.36,1.81,18.2875,17250,0.072
7.58,6.34,334.2,19.7,1.23,1.85,18.2875,17250,0.073
7.59,6.35,335.5,19.5,1.21,1.81,18.597,20500,0.075
7.59,6.36,336,19.9,1.25,1.83,18.597,20500,0.066
7.61,6.36,335.5,19.6,1.12,1.77,18.597,20500,0.067
7.62,6.5,334.3,18.7,1.37,1.79,18.835,24850,0.068
7.64,6.57,332.9,20.3,1.11,1.8,18.835,24850,0.065
7.65,6.57,333.3,19.6,0.82,1.8,18.835,24850,0.065
7.64,6.58,333.5,19.9,1.1,1.8,18.835,24850,0.065
7.61,6.57,333.6,18.7,1.14,1.8,19.005,26450,0.067
7.63,6.59,335.3,18.7,1.25,1.8,19.005,26450,0.066
7.65,6.57,333.1,19.1,0.89,1.79,19.005,26450,0.068
7.64,6.52,331.8,19.8,1.14,1.78,19.005,26450,0.063
7.63,7.02,361.7,27,1.01,1.64,17.755,11900,0.068
8.29,6.33,345.5,32.4,1.52,1.57,17.305,8560,0.075
8.28,6.33,345.2,32.1,1.29,1.54,17.305,8560,0.061
8.28,6.33,342.8,32.2,1.36,1.58,17.305,8560,0.069
8.26,6.35,329.3,28.1,1,1.58,16.925,9965,0.072
8.25,6.37,327.7,28.6,1.2,1.55,16.925,9965,0.059
8.27,6.42,325.8,29.6,1.32,1.59,16.925,9965,0.066
8.28,6.27,331.2,27.1,1.53,1.58,15.84,9205,0.068
8.29,6.08,308.2,31.2,1.62,1.64,15.565,9435,0.068
8.3,6.1,309.5,28.7,1.49,1.63,15.565,9435,0.066
8.27,6.24,311.8,27.4,1.37,1.66,15.425,9710,0.069
8.29,6.24,312.5,27.6,1.53,1.66,15.425,9710,0.059
8.28,6.18,318.4,25.2,1.37,1.68,15.325,8985,0.063
8.29,6.12,320.2,27.7,1.38,1.73,15.325,8985,0.064
8.3,6,321,26.5,1.4,1.75,15.325,8985,0.06
8.3,5.96,322.8,25.4,1.42,1.74,15.325,8985,0.06
8.29,5.92,323,26.1,1.38,1.78,15.205,8305,0.06
8.29,5.91,322.2,26.4,1.68,1.74,15.205,8305,0.063
8.28,5.86,323.4,25.8,1.41,1.74,15.205,8305,0.063
8.29,5.83,323.4,28.2,1.61,1.72,15.205,8305,0.064
8.28,5.83,321.9,26.3,1.34,1.73,15.205,8305,0.062
8.28,5.82,321.5,28,1.85,1.71,15.205,8305,0.066
8.25,5.85,324,27.9,1.96,1.72,14.985,7755,0.064
8.25,5.92,323.3,29.1,1.46,1.72,14.985,7755,0.069
8.25,5.98,324.1,28.1,1.6,1.7,14.985,7755,0.068
8.26,6,323.4,29.9,1.34,1.74,14.985,7755,0.069
8.28,6.02,323.1,29.1,1.32,1.74,14.985,7755,0.067
8.27,5.98,322.4,29.7,1.34,1.72,14.985,7755,0.069
8.28,6.05,323.3,29.5,1.6,1.78,14.765,8185,0.073
8.26,6.16,323.2,29.9,1.41,1.69,14.765,8185,0.074
8.29,6.02,321.4,26.6,1.81,1.79,14.765,8185,0.081
8.3,6.11,320.7,27.3,1.78,1.74,14.765,8185,0.078
8.28,6.16,321.2,29.1,1.7,1.68,14.51,7940,0.082
8.27,6.19,322.1,26.1,1.86,1.73,14.51,7940,0.079
8.3,6.25,322.6,25.7,1.61,1.71,14.51,7940,0.076
8.27,6.39,322.9,26.2,1.7,1.69,14.51,7940,0.071
8.28,6.39,323.8,27.2,1.74,1.69,14.51,7940,0.067
8.29,6.41,323.4,27.7,1.75,1.74,14.51,7940,0.063
8.29,6.48,324.6,27.6,1.82,1.71,14.28,8140,0.059
8.29,6.57,325,24.1,1.52,1.72,14.28,8140,0.053
8.29,6.65,324.7,22.8,1.86,1.67,14.28,8140,0.05
8.29,6.67,326.1,27.8,1.47,1.7,14.28,8140,0.047
8.33,6.62,326.9,25,1.42,1.66,14.28,8140,0.044
8.33,6.57,328.8,23,1.65,1.71,14.28,8140,0.045
8.32,6.62,329.8,24.3,1.58,1.69,14.05,8035,0.048
8.3,6.66,331,28.8,1.42,1.67,14.05,8035,0.047
8.2,8.15,365.8,40.4,1.92,1.84,6.745,288,0.072
8.23,8.23,367.4,37.5,1.74,1.92,6.735,514.5,0.07
8.27,8.09,367.2,39.6,1.58,1.88,6.735,514.5,0.069
8.21,8.11,368.5,37.5,1.98,1.89,6.675,751.5,0.069
8.21,8.1,367.2,36.1,1.29,1.91,6.675,751.5,0.068
8.22,8.3,367.2,36.4,1.57,1.88,6.675,751.5,0.066
8.22,8.31,367.1,35.5,1.42,1.87,6.675,751.5,0.069
8.23,8.25,366,35.4,1.49,1.89,6.675,751.5,0.069
8.22,8.3,366.3,37.8,1.71,1.91,6.675,751.5,0.069
8.24,8.27,365.6,39.8,1.34,1.95,6.66,697.5,0.068
8.24,8.36,367.1,42.6,1.45,1.92,6.66,697.5,0.07
8.23,8.22,366.2,40.1,1.48,1.91,6.66,697.5,0.067
7.98,7.98,368,37.7,1.94,1.9,6.66,697.5,0.087
8.3,8.35,364.3,38.8,1.85,1.9,6.66,697.5,0.074
8.29,8.46,365,39.3,1.75,1.94,6.66,697.5,0.083
8.29,8.56,365.1,42.6,1.74,1.92,6.675,599,0.074
8.25,8.58,365.5,41.9,2.27,1.91,6.675,599,0.075
8.25,8.65,366.3,40.8,1.69,1.94,6.675,599,0.072
8.29,8.54,365.2,38.5,1.78,1.95,6.675,599,0.072
8.34,8.37,364.6,40.6,1.39,1.98,6.675,599,0.072
8.3,8.39,365.7,39.8,1.73,1.93,6.675,599,0.074
8.28,8.45,366,42,1.71,1.96,6.665,590,0.071
8.25,8.4,365.6,39.2,1.68,1.94,6.665,590,0.073
8.24,8.52,367.7,38.6,1.99,1.93,6.665,590,0.075
8.33,7.98,363.1,36.9,1.83,1.97,6.665,590,0.076
8.31,8.76,364.6,40.8,1.95,2.07,6.665,590,0.076
8.29,8.46,366.9,40.8,1.73,2.06,6.635,518.5,0.076
8.28,8.36,367.6,38.9,1.85,2.07,6.635,518.5,0.081
8.29,8.56,368.9,40.6,1.6,2.06,6.635,518.5,0.074
8.31,8.33,368,37.8,2,2.09,6.635,518.5,0.068
8.34,7.92,365.2,37.3,1.88,2.11,6.635,518.5,0.066
8.32,8.1,367.8,39.1,1.7,2.11,6.635,518.5,0.068
8.31,8.09,370.5,38.5,1.76,2.09,6.63,432.5,0.067
8.29,8.78,371.4,37.5,1.84,2.07,6.63,432.5,0.065
8.29,8.35,371.4,36.9,1.67,2.12,6.63,432.5,0.067
8.31,8.27,370.9,41.8,2.21,2.11,6.63,432.5,0.068
8.35,7.96,368.2,37.9,2.1,2.13,6.63,432.5,0.069
8.33,8.47,369.6,40.3,1.64,2.13,6.63,432.5,0.063
8.31,8.19,368.3,36.3,1.6,2.14,6.635,407.5,0.066
8.31,8.31,368.4,37.2,2.11,2.11,6.635,407.5,0.065
8.3,8.17,367.6,37.9,1.6,2.12,6.635,407.5,0.066
8.32,8.12,366.5,40.3,1.98,2.15,6.635,407.5,0.061
8.36,7.75,361.4,36.5,1.47,2.12,6.635,407.5,0.064
8.32,8.19,364.4,39.4,1.81,2.15,6.635,407.5,0.063
8.3,7.96,364.3,38.3,1.9,2.11,6.615,397,0.062
8.29,8.04,365.7,38.3,1.91,2.08,6.615,397,0.066
8.3,8.07,365.4,40.5,1.88,2.1,6.615,397,0.067
8.31,7.91,365.4,40,1.67,2.19,6.615,397,0.066
8.36,7.54,361.8,35.1,2.04,2.14,6.615,397,0.062
8.31,8.02,363.8,36.5,2.02,2.12,6.615,397,0.06
8.31,7.83,364.1,36.3,1.77,2.13,6.615,359,0.061
8.3,7.93,365.4,35.3,1.73,2.11,6.615,359,0.061
8.31,7.98,364.6,35.2,1.86,2.1,6.615,359,0.062
8.32,8.01,366.9,33.2,2,2.11,6.615,359,0.06
8.34,8.04,365.6,34.4,1.86,2.1,6.615,359,0.062
8.32,8.09,365.8,32,1.74,2.1,6.615,359,0.06
8.32,8.18,365.8,32.5,2,2.1,6.595,316,0.062
8.31,8.21,366.8,33.6,2.33,2.08,6.595,316,0.061
8.3,8.28,366.1,37.6,2.01,2.06,6.595,316,0.063
8.35,8.02,363.6,32.6,2.18,2.09,6.595,316,0.063
8.37,7.5,363,32,1.82,2.12,6.595,316,0.062
8.33,7.76,363.1,34.2,1.95,2.11,6.595,316,0.061
8.33,7.83,363.4,33.3,2.37,2.07,6.62,309,0.061
8.32,7.97,363.4,33.4,2.11,2.11,6.62,309,0.062
8.3,8.45,362.9,32.8,1.99,2.09,6.62,309,0.063
8.3,8.13,363,34.1,1.95,2.12,6.62,309,0.065
8.3,8.2,363,35,1.69,2.13,6.62,309,0.067
8.29,8.08,363.2,35.4,1.64,2.11,6.62,309,0.067
8.3,8.88,363.7,32.3,2.2,2.11,6.595,386,0.064
8.26,9.01,363.7,32.6,1.86,2.12,6.595,386,0.066
8.28,8.39,362.7,31.3,1.79,2.15,6.595,386,0.069
8.28,8.33,363.6,31.3,1.63,2.17,6.595,386,0.07
8.26,8.35,363,32.1,2.11,2.15,6.595,386,0.071
8.22,8.88,361.8,35.7,1.8,2.16,6.5085,492,0.071
8.22,9.24,361.8,34.5,1.77,2.11,6.5085,492,0.069
8.22,9.59,362.1,33.3,1.96,2.17,6.5085,492,0.072
8.25,9.36,359.9,33.6,2.18,2.18,6.5085,492,0.07
8.22,9.67,357.6,37.3,2.17,2.14,6.429,478.5,0.068
8.06,9.74,356.6,37.9,1.89,2.14,6.429,478.5,0.072
8.24,9.7,354.8,37,2.55,2.15,6.429,478.5,0.071
8.24,9.72,353.9,35.7,1.96,2.13,6.429,478.5,0.072
8.24,9.72,353.1,38.4,2.17,2.12,6.4095,473,0.072
8.24,9.72,352.6,39.4,2.22,2.14,6.4095,473,0.073
8.24,9.75,351,40,1.89,2.13,6.4095,473,0.07
8.25,9.57,349.4,40.6,2.34,2.13,6.4095,473,0.07
8.25,9.64,350.2,37.6,2.23,2.14,6.4095,473,0.076
8.26,9.75,349.7,38.8,2.09,2.16,6.4055,505.5,0.071
8.24,9.75,351.1,41.2,2.4,2.16,6.4055,505.5,0.072
8.24,9.77,349.3,42.4,2.11,2.17,6.4055,505.5,0.073
8.25,9.74,348.3,42.3,2.11,2.13,6.4055,505.5,0.075
8.25,8.87,347.9,38.7,2.17,2.12,6.4055,505.5,0.074
8.26,8.73,347.2,38.2,2.15,2.11,6.4055,505.5,0.077
8.26,8.73,345.3,40.4,2.43,2.13,6.4235,534.5,0.072
8.26,8.68,346.3,37.5,2.18,2.17,6.4235,534.5,0.076
8.26,8.67,344.9,41.6,2.33,2.1,6.4235,534.5,0.072
8.29,9.52,342.7,40.8,1.95,2.12,6.4235,534.5,0.072
8.32,9.36,342,39,2.06,2.11,6.4235,534.5,0.073
8.31,9.44,343.6,40.6,2.34,2.08,6.4235,534.5,0.071
8.31,9.49,343.9,42.5,2.38,2.12,6.4425,536.5,0.07
8.28,9.54,342.9,41.6,2.27,2.08,6.4425,536.5,0.072
8.26,9.56,343.7,36.8,2.36,2.07,6.4425,536.5,0.071
8.29,9.28,341.9,40.2,2.31,2.12,6.4425,536.5,0.072
8.27,9.21,342.4,44,2.55,2.17,6.4425,536.5,0.072
8.27,9.29,342.9,44.3,2.8,2.1,6.4425,536.5,0.069
8.26,9.34,344,45.3,2.37,2.11,6.456,538.5,0.071
8.26,9.43,343.1,43.9,2.18,2.09,6.456,538.5,0.068
8.3,9.2,341.4,40.2,2.61,2.09,6.456,538.5,0.07
8.29,9.29,341.1,45.6,2.58,2.1,6.456,538.5,0.067
8.29,8.99,341.5,40.4,2.44,2.08,6.522,511,0.068
8.27,9.02,341.3,39.8,2.11,2.1,6.522,511,0.068
8.27,9.44,341.8,40.7,2.4,2.08,6.522,511,0.069
8.28,9.33,341.5,40.6,2.52,2.09,6.522,511,0.07
8.27,9.42,341.3,35.7,2.22,2.06,6.522,511,0.069
8.27,9.57,342.7,39.3,2.28,2.09,6.612,337.5,0.074
8.27,9.55,343.4,36.9,2.18,2.04,6.612,337.5,0.074
8.28,9.36,343.4,36.8,2.4,2.09,6.612,337.5,0.076
8.32,9.06,342.1,36.9,2.38,2.08,6.612,337.5,0.078
8.27,9.35,346.5,39.5,2.39,2.06,6.612,337.5,0.074
8.26,9.54,347.1,39.7,2.5,2.08,6.6675,211,0.075
8.26,9.55,348,39.7,2.21,2.07,6.6675,211,0.071
8.28,9.47,347.8,37.5,2.39,2.06,6.6675,211,0.07
8.3,8.89,345.8,38.5,2.34,2.08,6.6675,211,0.071
8.25,9.25,348,36.1,2.36,2.05,6.6675,211,0.069
8.23,8.59,348.3,38.9,2.4,2.1,6.7165,362.5,0.068
8.26,8.59,349,39.2,2.61,2.07,6.7165,362.5,0.067
8.26,8.59,348.3,35.8,2.15,2.07,6.7165,362.5,0.069
8.27,8.54,348.3,33.6,2.01,2.09,6.7165,362.5,0.069
8.28,8.57,347.5,35.7,2.29,2.04,6.7165,362.5,0.067
8.26,8.63,350.3,39.1,2.17,2.01,6.7555,382.5,0.065
8.25,8.66,350.9,38.2,2.2,2.01,6.7555,382.5,0.065
8.26,8.59,349.5,35.9,2.2,2.04,6.7555,382.5,0.068
8.25,8.62,351.8,35.8,1.83,2.08,6.8615,853,0.066
8.27,8.6,351.8,37.9,2.23,2.04,6.8615,853,0.065
8.29,8.6,351.4,32.5,2.22,2.03,6.8615,853,0.068
8.29,8.79,350.8,34.1,2.14,2.02,6.968,693,0.069
8.29,8.79,351.5,33.5,2.17,2.02,6.968,693,0.067
8.29,8.91,351.4,34.2,2.37,2,6.968,693,0.071
8.29,9.04,351.7,32.6,2.26,2,6.968,693,0.073
8.29,9.05,352.6,36.9,2.16,2.04,6.968,693,0.074
8.27,9.17,352.4,41,2.05,2.03,7.2205,654,0.076
8.27,9.33,353.1,41,2.2,2,7.2205,654,0.074
8.26,9.46,353.5,41.3,1.63,1.99,7.2205,654,0.073
8.26,9.57,354.3,34.8,2.64,1.98,7.2205,654,0.078
8.26,9.79,355.3,40.3,2.49,2.01,7.2205,654,0.082
8.28,9.96,353.2,42.8,2.04,2.03,7.396,1590,0.084
8.24,9.95,355.2,48.2,2.09,1.98,7.396,1590,0.092
8.31,10.13,353.3,44.6,2.11,2,7.396,1590,0.093
8.3,10.08,352.8,42.5,1.96,1.99,7.4625,2440,0.089
8.31,9.86,353.9,42.8,2.26,1.98,7.4625,2440,0.084
8.31,9.87,354.5,41.5,2.12,1.98,7.4625,2440,0.087
8.31,9.74,353.7,43.1,2.07,1.99,7.4625,2440,0.086
8.34,9.72,354.2,40.5,2.29,1.97,7.4625,2440,0.081
8.34,9.56,353.9,31.5,1.84,1.96,7.4625,2440,0.085
8.33,9.7,353.4,41,2.14,1.96,7.549,2845,0.081
8.33,9.73,353.6,46.8,2.06,1.96,7.549,2845,0.078
8.34,9.5,352.9,46.7,2.4,1.98,7.549,2845,0.075
8.34,9.34,351.8,50.1,1.76,1.98,7.549,2845,0.073
8.33,9.38,352.9,49.3,2.06,1.98,7.549,2845,0.074
8.32,9.89,354.4,50.6,2.03,1.93,7.6905,2890,0.079
8.33,9.96,356.6,52.9,2.27,2,7.6905,2890,0.078
8.32,10.01,358,50.1,2.22,2.01,7.6905,2890,0.075
8.32,10.33,360,48.7,2.79,2.01,7.6905,2890,0.083
8.3,10.29,360.8,54.4,4.1,1.95,7.839,2935,0.083
8.32,10.22,359.1,52.4,5.96,2.01,7.839,2935,0.081
8.34,9.96,357.8,51.1,6.01,1.94,7.839,2935,0.08
